,temp,D5_1,D5_2,D5_3
0,68.0,6.431818181818182,5.712121212121212,5.233333333333333
1,77.0,5.625000000000001,4.931506849315069,4.6020408163265305
2,86.0,4.961538461538462,4.3544303797468356,4.018691588785046
3,89.6,4.685185185185184,4.121951219512195,3.836363636363636
4,95.0,4.315789473684211,3.8588235294117648,3.5652173913043477
5,104.0,3.819672131147541,3.3804347826086953,3.1370967741935485
