,temp,D5_1,D5_2,D5_3
0,14.0,3.3088235294117645,2.9702970297029703,2.930434782608696
1,23.0,3.732394366197183,3.3523809523809525,3.3083333333333336
2,32.0,4.108108108108108,3.681818181818181,3.6479999999999997
3,43.0,4.512820512820513,4.043103448275863,4.0
4,50.0,4.7407407407407405,4.258333333333334,4.1940298507462686
