,temp,D4_1,D4_2,D4_3
0,50.0,6.822222222222222,6.830188679245283,7.111111111111112
1,68.0,5.053571428571428,5.045454545454545,5.292134831460674
2,86.0,3.909090909090909,3.8974358974358974,4.056603773584905
3,95.0,3.416666666666667,3.4523809523809526,3.5964912280701755
4,104.0,3.025974025974026,3.021978021978022,3.16260162601626
5,115.0,2.63855421686747,2.63265306122449,2.744360902255639
