1.800103010000000000e+10,7.640000000000000000e+02
1.800103020000000000e+10,7.640000000000000000e+02
1.800103030000000000e+10,7.640000000000000000e+02
1.800103040000000000e+10,7.640000000000000000e+02
1.800103050000000000e+10,9.120000000000000000e+02
1.800103060000000000e+10,9.120000000000000000e+02
1.800103070000000000e+10,9.120000000000000000e+02
1.800300010000000000e+10,8.090000000000000000e+02
1.800300030000000000e+10,8.090000000000000000e+02
1.800300040000000000e+10,8.090000000000000000e+02
1.800300050000000000e+10,8.090000000000000000e+02
1.800300060000000000e+10,8.090000000000000000e+02
1.800300070100000000e+10,8.090000000000000000e+02
1.800300070400000000e+10,8.090000000000000000e+02
1.800300080000000000e+10,8.090000000000000000e+02
1.800300090000000000e+10,8.090000000000000000e+02
1.800300100000000000e+10,8.090000000000000000e+02
1.800300110000000000e+10,8.090000000000000000e+02
1.800300120000000000e+10,8.090000000000000000e+02
1.800300130000000000e+10,8.090000000000000000e+02
1.800300160000000000e+10,8.090000000000000000e+02
1.800300170000000000e+10,8.090000000000000000e+02
1.800300200000000000e+10,8.090000000000000000e+02
1.800300210000000000e+10,8.090000000000000000e+02
1.800300220000000000e+10,8.090000000000000000e+02
1.800300230000000000e+10,8.090000000000000000e+02
1.800300250000000000e+10,8.090000000000000000e+02
1.800300260000000000e+10,8.090000000000000000e+02
1.800300280000000000e+10,8.090000000000000000e+02
1.800300290000000000e+10,8.090000000000000000e+02
1.800300300000000000e+10,8.090000000000000000e+02
1.800300310000000000e+10,8.090000000000000000e+02
1.800300320000000000e+10,8.090000000000000000e+02
1.800300330100000000e+10,8.090000000000000000e+02
1.800300330400000000e+10,8.090000000000000000e+02
1.800300340000000000e+10,8.090000000000000000e+02
1.800300350000000000e+10,8.090000000000000000e+02
1.800300360000000000e+10,8.090000000000000000e+02
1.800300370000000000e+10,8.090000000000000000e+02
1.800300380000000000e+10,8.090000000000000000e+02
1.800300390100000000e+10,8.090000000000000000e+02
1.800300390200000000e+10,8.090000000000000000e+02
1.800300400000000000e+10,8.090000000000000000e+02
1.800300410100000000e+10,8.090000000000000000e+02
1.800300410300000000e+10,8.090000000000000000e+02
1.800300430000000000e+10,8.090000000000000000e+02
1.800300440000000000e+10,8.090000000000000000e+02
1.800301010000000000e+10,6.270000000000000000e+02
1.800301020100000000e+10,6.990000000000000000e+02
1.800301020200000000e+10,6.270000000000000000e+02
1.800301030400000000e+10,6.990000000000000000e+02
1.800301030500000000e+10,6.990000000000000000e+02
1.800301030600000000e+10,6.990000000000000000e+02
1.800301030700000000e+10,6.990000000000000000e+02
1.800301030800000000e+10,6.990000000000000000e+02
1.800301040000000000e+10,6.290000000000000000e+02
1.800301050000000000e+10,8.090000000000000000e+02
1.800301060100000000e+10,8.090000000000000000e+02
1.800301060200000000e+10,8.090000000000000000e+02
1.800301060300000000e+10,6.990000000000000000e+02
1.800301060400000000e+10,8.090000000000000000e+02
1.800301070500000000e+10,6.990000000000000000e+02
1.800301070600000000e+10,8.090000000000000000e+02
1.800301070700000000e+10,6.990000000000000000e+02
1.800301080300000000e+10,8.090000000000000000e+02
1.800301080400000000e+10,6.270000000000000000e+02
1.800301080700000000e+10,6.990000000000000000e+02
1.800301080800000000e+10,6.270000000000000000e+02
1.800301080900000000e+10,6.270000000000000000e+02
1.800301081100000000e+10,8.090000000000000000e+02
1.800301081200000000e+10,6.270000000000000000e+02
1.800301081300000000e+10,6.990000000000000000e+02
1.800301081500000000e+10,6.270000000000000000e+02
1.800301081600000000e+10,6.270000000000000000e+02
1.800301081700000000e+10,8.090000000000000000e+02
1.800301081900000000e+10,8.090000000000000000e+02
1.800301082100000000e+10,8.090000000000000000e+02
1.800301090000000000e+10,6.270000000000000000e+02
1.800301100000000000e+10,6.270000000000000000e+02
1.800301110000000000e+10,6.270000000000000000e+02
1.800301120100000000e+10,8.090000000000000000e+02
1.800301120200000000e+10,8.090000000000000000e+02
1.800301120400000000e+10,8.090000000000000000e+02
1.800301120500000000e+10,6.270000000000000000e+02
1.800301130200000000e+10,8.090000000000000000e+02
1.800301130300000000e+10,8.090000000000000000e+02
1.800301130400000000e+10,8.090000000000000000e+02
1.800301150100000000e+10,8.090000000000000000e+02
1.800301150200000000e+10,8.090000000000000000e+02
1.800301160300000000e+10,8.090000000000000000e+02
1.800301160400000000e+10,8.090000000000000000e+02
1.800301160500000000e+10,8.090000000000000000e+02
1.800301160600000000e+10,8.090000000000000000e+02
1.800301160700000000e+10,8.090000000000000000e+02
1.800301160800000000e+10,8.090000000000000000e+02
1.800301160900000000e+10,8.090000000000000000e+02
1.800301170100000000e+10,8.090000000000000000e+02
1.800301170200000000e+10,8.090000000000000000e+02
1.800301180100000000e+10,7.640000000000000000e+02
1.800301180200000000e+10,7.640000000000000000e+02
1.800301190000000000e+10,7.640000000000000000e+02
1.800398000100000000e+10,8.090000000000000000e+02
1.800398000200000000e+10,8.090000000000000000e+02
1.800501010000000000e+10,1.081000000000000000e+03
1.800501020000000000e+10,1.081000000000000000e+03
1.800501030000000000e+10,1.081000000000000000e+03
1.800501040000000000e+10,1.081000000000000000e+03
1.800501050000000000e+10,1.081000000000000000e+03
1.800501060000000000e+10,1.081000000000000000e+03
1.800501070000000000e+10,1.081000000000000000e+03
1.800501080000000000e+10,1.081000000000000000e+03
1.800501090000000000e+10,1.081000000000000000e+03
1.800501100000000000e+10,1.081000000000000000e+03
1.800501110000000000e+10,1.081000000000000000e+03
1.800501120000000000e+10,1.081000000000000000e+03
1.800501130000000000e+10,1.081000000000000000e+03
1.800501140000000000e+10,1.081000000000000000e+03
1.800501150000000000e+10,1.081000000000000000e+03
1.800710010000000000e+10,8.800000000000000000e+02
1.800710020000000000e+10,7.520000000000000000e+02
1.800710030000000000e+10,7.520000000000000000e+02
1.800997510000000000e+10,8.640000000000000000e+02
1.800997520000000000e+10,8.640000000000000000e+02
1.800997530000000000e+10,8.640000000000000000e+02
1.800997540000000000e+10,8.640000000000000000e+02
1.801181010000000000e+10,9.490000000000000000e+02
1.801181020000000000e+10,8.390000000000000000e+02
1.801181030000000000e+10,9.490000000000000000e+02
1.801181040000000000e+10,9.490000000000000000e+02
1.801181050000000000e+10,9.490000000000000000e+02
1.801181060100000000e+10,9.490000000000000000e+02
1.801181060300000000e+10,9.490000000000000000e+02
1.801181060400000000e+10,9.490000000000000000e+02
1.801181060500000000e+10,9.490000000000000000e+02
1.801181070000000000e+10,8.390000000000000000e+02
1.801397460000000000e+10,8.890000000000000000e+02
1.801397470000000000e+10,8.430000000000000000e+02
1.801397480000000000e+10,8.890000000000000000e+02
1.801397490000000000e+10,1.081000000000000000e+03
1.801595930000000000e+10,8.370000000000000000e+02
1.801595940000000000e+10,8.350000000000000000e+02
1.801595950000000000e+10,8.350000000000000000e+02
1.801595960000000000e+10,8.350000000000000000e+02
1.801595970000000000e+10,8.350000000000000000e+02
1.801595980000000000e+10,8.350000000000000000e+02
1.801595990000000000e+10,8.080000000000000000e+02
1.801795090000000000e+10,8.370000000000000000e+02
1.801795100000000000e+10,8.370000000000000000e+02
1.801795110000000000e+10,8.370000000000000000e+02
1.801795120000000000e+10,8.370000000000000000e+02
1.801795130000000000e+10,8.370000000000000000e+02
1.801795140000000000e+10,8.370000000000000000e+02
1.801795150000000000e+10,8.370000000000000000e+02
1.801795160000000000e+10,8.370000000000000000e+02
